source                                                                                                                                                                       , doc_type    , loader_used                   , text_chars, ok
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\216.pdf                                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       4690, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\23-02-22_GS Reichenbach-Steegen_Bauablaufplan.pdf                                                                     , text_doc    , pymupdf_text+pdfplumber_tables,      18139, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A01_GS_Reichenbach-Steegen_AZ_GRU_LAP_0500_27.02.23.pdf                                                               , drawing_plan, pymupdf_text+tesseract_ocr    ,       1532, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A03_GS_Reichenbach-Steegen_AZ_GRU_UG_0050_A_17.03.23.pdf                                                              , drawing_plan, pymupdf_text+tesseract_ocr    ,       5902, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A05_GS_Reichenbach-Steegen_AZ_GRU_ZG_0050_27.02.23.pdf                                                                , drawing_plan, pymupdf_text+tesseract_ocr    ,       4164, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A07_GS_Reichenbach-Steegen_AZ_GRU_EG_0050_A_16.03.23.pdf                                                              , drawing_plan, pymupdf_text+tesseract_ocr    ,       5018, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A09_GS_Reichenbach-Steegen_AZ_SN_A-B-C_0050_A_17.03.23.pdf                                                            , drawing_plan, pymupdf_text+tesseract_ocr    ,       7805, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A10_GS_Reichenbach-Steegen_AZ_ANS_0050_A_14.03.23.pdf                                                                 , drawing_plan, pymupdf_text+tesseract_ocr    ,       4251, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A12_GS_Reichenbach-Steegen_AZ_DET-01_0010_A_17.03.23.pdf                                                              , drawing_plan, pymupdf_text+tesseract_ocr    ,       3220, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\A15_GS_Reichenbach-Steegen_AZ_DET-04_0010_27.02.23.pdf                                                                , drawing_plan, pymupdf_text+tesseract_ocr    ,       2929, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\Anlage Blatt 225.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,       9694, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\DTAD_20046925_Vergabeunterlagen_20230406_1.pdf                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,       8191, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\Mustererklaerung_1 neu.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       8768, True
extractdirect\DTAD_20046925_Vergabeunterlagen_20230406\Mustererklaerung_3 neu.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       2833, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Allgem_Kalkulationshinweise_AKS_AufzugA10HsE.pdf                                                                      , text_doc    , pymupdf_text                  ,      13360, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Aufzug A10_D.pdf                                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,      30154, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Ausschreibungs-LV (Blanko) - Projekt Nr. 15-052 - ASKLEPIOS Erneuerung Aufzug A10  Haus E _1.pdf                      , text_doc    , pymupdf_text                  ,      72869, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Bauzeitenplan_AufzugA10HausE.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       7546, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Bestand -Anlagezeichnung.pdf                                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,       6273, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Kabine A10.pdf                                                                                                        , scanned_doc , pymupdf_text+tesseract_ocr    ,       3114, True
extractdirect\DTAD_20046927_Vergabeunterlagen_20230406\Lageplan Haus_E_EG_Aufzug_Nr_10_DINA2.pdf                                                                             , scanned_doc , pymupdf_text+tesseract_ocr    ,       2696, True
extractdirect\DTAD_20046928_Vergabeunterlagen_20230406\00_LV Gebäudereinigung.pdf                                                                                            , text_doc    , pymupdf_text                  ,     183038, True
extractdirect\DTAD_20046928_Vergabeunterlagen_20230406\00_Projektbeschreibung.pdf                                                                                            , text_doc    , pymupdf_text                  ,        714, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\01 Ausschreibungsunterlagen.pdf                                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      35254, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\02 Leistungsverzeichnis.pdf                                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,     149437, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\03 Eigenerklärung zur Eignung (VGH 124).pdf                                                                           , text_doc    , pymupdf_text+pdfplumber_tables,       8103, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\04 Erklärung zu § 4 Abs. 1 NTVergG.pdf                                                                                , scanned_doc , pymupdf_text+tesseract_ocr    ,       1622, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\05 Musterregelung zur Umsetzung der gesetzlichen Vorgaben der §§ 13 bis 15 NTVergG.pdf                                , text_doc    , pymupdf_text                  ,      13682, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\06 Nr. 221 Preisermittlung bei Zuschlagskalkulation und Nr. 222 Preisermittlung bei Kalkul_1.pdf                      , text_doc    , pymupdf_text+pdfplumber_tables,      12335, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\07 Nr. 223 Aufgliederung der Einheitspreise.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       2657, True
"extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\08 Plan 101, Grundriss Erdgeschoss.pdf"                                                                              , drawing_plan, pymupdf_text+tesseract_ocr    ,       2110, True
"extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\09 Plan 102a, Grundriss Dachgeschoss 230329.pdf"                                                                     , drawing_plan, pymupdf_text+tesseract_ocr    ,        640, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\10 Plan-Nr. 103 Schnitt.pdf                                                                                           , drawing_plan, pymupdf_text+tesseract_ocr    ,        369, True
"extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\11 Plan-Nr. 104, Nord-und Südansicht.pdf"                                                                            , drawing_plan, pymupdf_text+tesseract_ocr    ,        435, True
"extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\12 Plan-Nr. 105, West- u. Ost-Ansicht.pdf"                                                                           , drawing_plan, pymupdf_text+tesseract_ocr    ,        288, True
"extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\13 Plan 11, Detail Traufe 230328.pdf"                                                                                , drawing_plan, pymupdf_text+tesseract_ocr    ,        670, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\14 AWIA_Bericht 02.03.2023.2023_ 75540 Auetalhalle Willershausen.pdf                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      10281, True
extractdirect\DTAD_20046930_Vergabeunterlagen_20230406\15 AWIA_Bericht 11.01.2023_ 75540 Auetalhalle Willershausen.pdf                                                       , text_doc    , pymupdf_text+pdfplumber_tables,      29031, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\124 Eigenerklärung zur Eignung.pdf                                                                                    , scanned_doc , pymupdf_text+tesseract_ocr    ,       6989, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\211 Aufforderung zur Abgabe eines Angebots_Hochbau.pdf                                                                , scanned_doc , pymupdf_text+tesseract_ocr    ,       8049, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\212 Teilnahmebedingungen.pdf                                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,       8093, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\213.H Angebotsschreiben_ohnelose.pdf                                                                                  , scanned_doc , pymupdf_text+tesseract_ocr    ,       6795, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\214.H Besondere Vertragsbedingungen.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       6402, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\216_Verzeichnis vorzulegender Unterlagen.pdf                                                                          , scanned_doc , pymupdf_text+tesseract_ocr    ,       6899, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\217_Covid19_bedingte_Mehrkosten.pdf                                                                                   , scanned_doc , pymupdf_text+tesseract_ocr    ,       2127, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\221 Preisermittlung bei Zuschlagskalkulation.pdf                                                                      , scanned_doc , pymupdf_text+tesseract_ocr    ,       1982, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\222 Preisermittlung bei Kalkulation ueber die Endsumme.pdf                                                            , scanned_doc , pymupdf_text+tesseract_ocr    ,       2926, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\223 Aufgliederung der Einheitspreise.pdf                                                                              , scanned_doc , pymupdf_text+tesseract_ocr    ,       1135, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\233 Verzeichnis der NU.pdf                                                                                            , scanned_doc , pymupdf_text+tesseract_ocr    ,        673, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\234 Bietergemeinschaft.pdf                                                                                            , scanned_doc , pymupdf_text+tesseract_ocr    ,       1209, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\236 Verpflichtungserklärung anderer Unternehmen.pdf                                                                   , scanned_doc , pymupdf_text+tesseract_ocr    ,       1332, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\241 Abfall.pdf                                                                                                        , scanned_doc , pymupdf_text+tesseract_ocr    ,       3081, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\244 Datenverarbeitung.pdf                                                                                             , scanned_doc , pymupdf_text+tesseract_ocr    ,       1555, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\248 Erklärung zur Verwendung von Holzprodukten.pdf                                                                    , scanned_doc , pymupdf_text+tesseract_ocr    ,       1404, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\Anlage-fuer-Pos-01-01-0036_Schutz-gegen-Vandalismus-Außengeraete.pdf                                                  , scanned_doc , pymupdf_text+tesseract_ocr    ,        167, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\DTAD_20046932_Vergabeunterlagen_20230406_1.pdf                                                                        , scanned_doc , pymupdf_text+tesseract_ocr    ,       3149, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\LV-Hzg_135090_blankett.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,     832793, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\Rücksendekleber_I.pdf                                                                                                 , scanned_doc , pymupdf_text+tesseract_ocr    ,        561, True
extractdirect\DTAD_20046932_Vergabeunterlagen_20230406\Sanktionspaket-Anlage_zum_BMWK-Rundschreiben_vom_14.04.2022.pdf                                                       , scanned_doc , pymupdf_text+tesseract_ocr    ,       5724, True
extractdirect\DTAD_20046934_Vergabeunterlagen_20230406\Formblätter und Kennzettel - freigegeben - 05.04.2023.pdf                                                             , scanned_doc , pymupdf_text+tesseract_ocr    ,     111375, True
extractdirect\DTAD_20046934_Vergabeunterlagen_20230406\VE23.1_Stahl-Glaskonstruktion_LV.pdf                                                                                  , text_doc    , pymupdf_text                  ,      25589, True
extractdirect\DTAD_20046938_Vergabeunterlagen_20230406\Ausführungsplan gez.pdf                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      12542, True
extractdirect\DTAD_20046938_Vergabeunterlagen_20230406\LV-Gurtung Hansekai 2023.pdf                                                                                          , text_doc    , pymupdf_text+pdfplumber_tables,      73799, True
extractdirect\DTAD_20046938_Vergabeunterlagen_20230406\Übersichtsplan gez.pdf                                                                                                , drawing_plan, pymupdf_text                  ,       3493, True
extractdirect\DTAD_20046940_Vergabeunterlagen_20230406\Veröffentlichungstext.pdf                                                                                             , text_doc    , pymupdf_text                  ,       2681, True
extractdirect\DTAD_20046967_Vergabeunterlagen_20230411\124-Eigenerklaerung.pdf                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       9482, True
extractdirect\DTAD_20046967_Vergabeunterlagen_20230411\B-3123-ZITFO_Rueckbau_Bau-einer-Versuchsanlage--.pdf                                                                  , text_doc    , pymupdf_text                  ,       3084, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\03941-L1.pdf                                                                                                          , text_doc    , pymupdf_text                  ,     143161, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\03941-L2.pdf                                                                                                          , text_doc    , pymupdf_text                  ,     135172, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\03941-L3.PDF                                                                                                          , text_doc    , pymupdf_text                  ,     138242, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hr._LP-STRASSE_2023_03_27.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,     463505, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_HP-RW_1.pdf                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      59866, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_HP-RW_2.pdf                                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,      26097, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_HP-Stra__e_A100_2023_03_15.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,     143498, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_HP-Stra__e_A102_2023_03_15.pdf                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      91525, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_LP-RW_2023_03_21.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,     340278, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Ausf__hrung_LP-TW_2023_03_15.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,     345506, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Auskunft_Kampfmittelbelastung_Mochau_Siedlungsstra__e.pdf                                                             , scanned_doc , pymupdf_text+tesseract_ocr    ,       3515, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\BB-03941-1-Strassenbau.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,      59230, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\BB-MW-03491-1_RW.pdf                                                                                                  , text_doc    , pymupdf_text+pdfplumber_tables,      59091, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\BB-TW_03941-2.pdf                                                                                                     , text_doc    , pymupdf_text+pdfplumber_tables,      60743, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\Kennzettel.pdf                                                                                                        , text_doc    , pymupdf_text+pdfplumber_tables,       1697, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\LB_Vermessung_AWL_D__beln_OT_Mochau_Siedlungsstra__e.pdf                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       6231, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\LB_Vermessung_TWL_D__beln_OT_Mochau_Siedlungsstra__e.pdf                                                              , text_doc    , pymupdf_text+pdfplumber_tables,       6220, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\ue-plan_Mochau.pdf                                                                                                    , drawing_plan, pymupdf_text                  ,        578, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_124_Eigenerklaerung_zur_Eignung.pdf                                                                               , text_doc    , pymupdf_text+pdfplumber_tables,       8141, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      11150, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       9093, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_213_Angebot.pdf                                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,       8951, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       5974, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       5036, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_221_Zuschlagskalkulation.pdf                                                                                      , text_doc    , pymupdf_text+pdfplumber_tables,       5220, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_222_Kalkulation_ueber_Endsumme.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       7312, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1350, True
extractdirect\DTAD_20046971_Vergabeunterlagen_20230411\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1764, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\Erklaerung_Mindestlohn.pdf                                                                                            , text_doc    , pymupdf_text                  ,       4419, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\Erklaerung_zur_Einhaltung_der_ILO_Kernarbeitsnormen.pdf                                                               , text_doc    , pymupdf_text                  ,       2732, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\Fragebogen_zur_Eignungspruefung.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      11315, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\Information_Datenerhebung.pdf                                                                                         , text_doc    , pymupdf_text                  ,      11640, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      10855, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       6621, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       6308, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       5221, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1361, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1761, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VU-A1-001_Formblatt_Urkalkulation.pdf                                                                                 , text_doc    , pymupdf_text                  ,       1384, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VU-B1-001_HFW_NG_Los321_Maler_LV.pdf                                                                                  , text_doc    , pymupdf_text                  ,     152264, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VU-B4-001_Merkblatt_ZRE.pdf                                                                                           , text_doc    , pymupdf_text                  ,       3615, True
extractdirect\DTAD_20046977_Vergabeunterlagen_20230406\VU-D1-001_Eignung_Nachunternehmen_national.docx                                                                       , text_doc    , python-docx                   ,       1005, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\AGB_TU_Dresden_deutsch_05_2014.pdf                                                                                    , text_doc    , pymupdf_text                  ,      16523, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Angebotskennzettel.pdf                                                                                                , text_doc    , pymupdf_text                  ,        712, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Angebotsschreiben.pdf                                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       6272, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Bewerbungs_und_Vergabebedingungen_TU_Dresden.pdf                                                                      , text_doc    , pymupdf_text                  ,      16026, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Leistungsnachweis.pdf                                                                                                 , text_doc    , pymupdf_text+pdfplumber_tables,       1362, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Leistungsverzeichnis.pdf                                                                                              , text_doc    , pymupdf_text+pdfplumber_tables,      41682, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Nachweise_.pdf                                                                                                        , text_doc    , pymupdf_text                  ,       2454, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\rsd10320_Anlage.pdf                                                                                                   , text_doc    , pymupdf_text                  ,       4845, True
extractdirect\DTAD_20046978_Vergabeunterlagen_20230411\Vertrag_115003_23_.docx                                                                                               , text_doc    , python-docx                   ,      18441, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\Erklaerung_zur_Einhaltung_der_ILO_Kernarbeitsnormen.pdf                                                               , text_doc    , pymupdf_text                  ,       2732, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\Erkl__rung_Mindestlohn.pdf                                                                                            , text_doc    , pymupdf_text                  ,       4419, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\Fragebogen_zur_Eignungspruefung.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      11324, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\Information_Datenerhebung.pdf                                                                                         , text_doc    , pymupdf_text                  ,      11560, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      10775, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       6621, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       6261, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       5110, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1308, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1686, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VU-A1-001_Formblatt_Urkalkulation.pdf                                                                                 , text_doc    , pymupdf_text                  ,       1384, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VU-B1-001_20230320_ANL-337_LV_blankett.pdf                                                                            , text_doc    , pymupdf_text                  ,      27478, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VU-B3-001_A5_Restauratorischees_Gutachten.pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      78896, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VU-B4-001_Merkblatt_ZRE.pdf                                                                                           , text_doc    , pymupdf_text                  ,       3615, True
extractdirect\DTAD_20046980_Vergabeunterlagen_20230406\VU-D1-001_EignungNachunternehmen.docx                                                                                 , text_doc    , python-docx                   ,       1005, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\Erklaerung_zur_Einhaltung_der_ILO_Kernarbeitsnormen.pdf                                                               , text_doc    , pymupdf_text                  ,       2732, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\Erkl__rung_Mindestlohn.pdf                                                                                            , text_doc    , pymupdf_text                  ,       4419, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\Fragebogen_zur_Eignungspruefung.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      11332, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\Information_Datenerhebung.pdf                                                                                         , text_doc    , pymupdf_text                  ,      11578, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      10793, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       6621, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       6416, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_216_Verzeichnis_vorzulegende_Unterlagen.pdf                                                                       , text_doc    , pymupdf_text+pdfplumber_tables,       5146, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_233_Verzeichnis_NU.pdf                                                                                            , text_doc    , pymupdf_text+pdfplumber_tables,       1326, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VHB_234_Bieter_Arbeitsgemeinschaft.pdf                                                                                , text_doc    , pymupdf_text+pdfplumber_tables,       1704, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VU-A1-001_Formblatt_Urkalkulation.pdf                                                                                 , text_doc    , pymupdf_text                  ,       1384, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VU-B1-001_20230320_ANL-331_LV_blankett.pdf                                                                            , text_doc    , pymupdf_text                  ,      20563, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VU-B3-001_A5_Restauratorischees_Gutachten.pdf                                                                         , text_doc    , pymupdf_text+pdfplumber_tables,      78896, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VU-B4-001_Merkblatt_ZRE.pdf                                                                                           , text_doc    , pymupdf_text                  ,       3615, True
extractdirect\DTAD_20046981_Vergabeunterlagen_20230406\VU-D1-001_EignungNachunternehmen.docx                                                                                 , text_doc    , python-docx                   ,       1005, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\Erklaerung_zur_Einhaltung_der_ILO_Kernarbeitsnormen.pdf                                                               , text_doc    , pymupdf_text                  ,       2732, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\Erkl__rung_Mindestlohn.pdf                                                                                            , text_doc    , pymupdf_text                  ,       4419, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\Fragebogen_zur_Eignungspruefung.pdf                                                                                   , text_doc    , pymupdf_text+pdfplumber_tables,      11320, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\Information_Datenerhebung.pdf                                                                                         , text_doc    , pymupdf_text                  ,      11563, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_211_Aufforderung_zur_Abgabe_eines_Angebots.pdf                                                                    , text_doc    , pymupdf_text+pdfplumber_tables,      10778, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_212_Teilnahmebedingungen.pdf                                                                                      , text_doc    , pymupdf_text                  ,       6621, True
extractdirect\DTAD_20046982_Vergabeunterlagen_20230406\VHB_214_Besondere_Vertragsbedingungen.pdf                                                                             , text_doc    , pymupdf_text+pdfplumber_tables,       6438, True
